"","pre_vote_intention","pre_vote_preference","pre_feel_clinton","pre_feel_trump","pre_feel_dem","pre_feel_rep","pre_ideo_self","pre_guaranteed_job","pre_birthright_citizenship","pre_help_blacks","pre_wall_mexico","pre_enviroment","pre_troops_isis","pre_syrian_refugee","pre_climate","pre_paid_leave","post_equal_pay","post_vaccine","post_freetrade","post_bank_regulation","post_healthcare","post_feel_clinton","post_feel_trump","post_feel_christian_fundamentalists","post_feel_feminists","post_feel_liberals","post_feel_labor_unions","post_feel_poor_people","post_feel_big_business","post_feel_conservatives","post_feel_the_u.s._supreme_court","post_feel_gay_men_and_lesbians","post_feel_congress","post_feel_rich_people","post_feel_muslims","post_feel_christians","post_feel_jews","post_feel_tea_party","post_feel_police","post_feel_transgender_people","post_feel_scientists","post_feel_black_lives_matter","pre_budget_sec","pre_budget_school","pre_budget_sci","pre_budget_crime","pre_budget_welfare","pre_budget_childcare","pre_budget_poverty","pre_budget_env","religion_importance","age","edu_num","race","gender","income_group","weight"
"1018","Yes","Trump",0,60,0,30,7,6,2,1,5,5,4,7,7,6,7,2,1,4,7,0,70,50,0,0,0,70,70,85,60,30,30,100,50,100,85,85,100,15,50,0,0,0,0,1,0,0,0,0,1,75,10,"White, non-Hispanic","Male",19,1.262
"1019",NA,NA,0,70,40,60,5,5,7,6,5,4,2,6,2,4,1,1,4,6,7,15,70,60,50,50,50,60,60,70,60,50,60,50,50,70,60,50,85,50,85,40,1,1,1,1,-1,0,1,1,1,23,13,"White, non-Hispanic","Male",7,0.426
"1020","Yes",NA,0,40,0,30,5,5,1,4,99,99,7,7,6,4,4,7,7,1,7,0,60,40,0,50,40,50,40,60,40,50,30,50,50,50,50,50,70,50,100,0,-1,-1,-1,-1,-1,-1,-1,-1,0,53,13,"White, non-Hispanic","Male",13,0.41
"1021","Yes",NA,85,15,70,30,5,4,7,6,2,1,6,4,1,1,1,4,1,1,2,100,50,50,50,50,50,100,50,50,50,50,50,50,50,100,50,50,50,50,100,50,0,0,1,1,0,1,0,1,1,56,15,"Black, non-Hispanic","Female",19,0.507
"1022","Yes","Clinton",60,0,70,0,1,1,7,7,1,1,4,1,1,1,1,1,1,4,2,60,0,50,100,85,100,100,30,0,50,100,50,50,100,50,100,50,30,100,100,100,1,1,1,1,1,1,1,1,0,21,11,"Hispanic","Female",5,0.515
"1023",NA,NA,30,60,50,50,4,7,6,2,3,2,6,7,5,2,1,1,4,2,6,40,60,70,85,60,40,60,40,40,60,85,55,50,45,85,85,60,100,60,85,30,1,1,-1,1,-1,NA,-1,1,1,53,9,"White, non-Hispanic","Female",17,0.586
"1024","Yes","Clinton",100,0,100,0,4,3,7,7,4,2,6,4,1,1,1,1,2,4,1,85,0,60,60,70,70,70,85,70,70,85,40,70,70,85,70,30,70,70,85,70,1,1,1,0,1,1,1,1,1,57,9,"Hispanic","Female",21,0.554
"1025","Yes","Trump",0,15,15,60,6,6,7,2,6,7,2,3,6,2,1,6,4,6,5,0,60,85,70,70,50,100,85,100,85,85,85,70,100,100,100,85,85,85,100,30,0,0,1,1,-1,0,-1,-1,1,24,12,"White, non-Hispanic","Female",7,4.015
"1026","Yes","Clinton",70,30,100,30,NA,6,6,7,5,99,4,4,4,2,2,NA,NA,4,NA,50,60,NA,60,NA,60,70,85,NA,85,60,60,70,70,85,85,40,85,50,85,85,1,NA,1,0,0,NA,1,0,1,85,9,"White, non-Hispanic","Male",8,0.689
"1027","Yes","Trump",0,85,0,85,NA,7,6,5,7,99,7,7,6,7,1,NA,5,4,7,0,85,50,50,30,70,85,70,70,60,50,70,60,0,100,50,60,100,50,85,50,1,1,1,1,-1,0,1,0,1,56,9,"White, non-Hispanic","Female",9,1.202
"1028","Yes","Trump",0,70,15,60,6,7,4,5,7,4,1,7,6,7,3,1,3,4,5,0,95,60,50,20,40,60,85,100,40,50,40,60,50,100,70,80,90,50,85,50,0,-1,1,1,-1,-1,0,-1,1,38,10,"White, non-Hispanic","Male",27,0.776
"1029","Yes",NA,40,0,40,30,3,4,2,4,3,2,4,6,2,2,1,4,4,4,2,70,15,40,50,50,50,60,40,50,50,40,40,40,50,60,50,50,40,40,60,70,0,1,-1,1,0,1,0,1,1,38,13,"Black, non-Hispanic","Female",1,0.493
"1030","Yes","Trump",40,70,40,60,NA,5,3,4,4,99,5,5,4,2,1,1,4,4,6,40,60,50,30,50,50,50,50,50,50,50,40,50,50,85,50,50,100,30,50,40,1,1,1,1,-1,1,1,1,1,30,11,"White, non-Hispanic","Female",17,0.302
"1031",NA,NA,60,0,30,30,NA,7,7,4,7,4,4,4,1,1,1,1,NA,2,2,70,0,NA,70,80,30,NA,50,NA,60,100,30,NA,50,100,100,NA,80,NA,100,60,1,1,1,1,0,-1,0,1,1,58,7,"White, non-Hispanic","Female",1,0.534
"1032","Yes","Clinton",85,0,70,40,2,5,7,7,3,1,4,2,2,1,1,6,3,2,4,85,0,30,90,100,70,85,40,15,80,90,40,50,90,70,90,50,70,85,90,60,0,1,0,1,0,1,1,1,1,41,14,"White, non-Hispanic","Female",26,1.448
"1033","Yes","Clinton",100,0,50,50,NA,3,4,7,4,2,6,3,3,2,3,4,4,2,2,100,10,85,80,65,65,80,60,50,80,75,60,80,85,90,80,50,80,80,85,90,1,1,1,1,1,1,1,1,1,50,7,"Black, non-Hispanic","Male",8,1.071
"1034","Yes",NA,40,0,40,40,3,3,6,7,2,4,4,2,4,1,1,1,3,2,7,30,0,50,60,40,50,100,40,40,50,70,15,70,70,85,100,30,60,50,85,60,0,1,0,-1,0,1,1,0,1,31,9,"White, non-Hispanic","Female",22,1.231
"1035","Yes","Clinton",100,0,100,15,2,3,7,7,2,2,3,1,1,1,1,1,2,1,2,100,0,0,100,100,85,100,40,15,60,100,15,30,100,30,100,0,100,100,100,85,1,1,1,1,0,1,1,1,0,44,12,"White, non-Hispanic","Female",20,1.307
"1036","Yes","Clinton",40,0,70,30,2,4,6,7,4,2,4,4,4,1,1,1,2,4,2,60,0,30,60,70,85,50,50,30,40,60,50,50,50,50,50,50,50,60,85,30,1,1,1,0,0,1,0,1,0,27,13,"White, non-Hispanic","Female",22,0.505
"1037","Yes","Clinton",85,0,70,50,2,3,1,7,4,2,4,5,1,1,1,5,4,1,1,85,15,70,50,70,50,60,0,50,60,70,30,50,70,70,50,50,30,50,70,70,0,1,0,1,0,1,1,1,1,41,11,"Black, non-Hispanic","Female",3,0.474
"1038","Yes","Trump",0,100,0,100,4,1,7,1,1,5,7,7,2,1,1,NA,7,1,1,0,100,40,85,0,30,85,60,85,40,50,0,70,0,70,50,50,100,50,100,0,1,1,1,1,1,1,1,0,0,68,10,"White, non-Hispanic","Male",13,0.814
"1039","Yes","Trump",0,85,0,0,6,7,1,4,7,7,1,7,7,7,1,1,2,6,6,15,85,70,50,15,30,70,70,85,60,50,30,50,50,85,60,70,85,50,50,30,0,-1,-1,1,-1,-1,-1,-1,1,71,9,"White, non-Hispanic","Male",23,1.05
"1040","Yes","Trump",50,60,50,50,4,6,7,2,4,4,4,6,4,6,1,2,4,4,2,50,70,60,60,60,50,60,60,50,60,60,60,40,60,70,50,50,100,60,85,50,0,0,0,1,-1,0,0,1,1,67,9,"White, non-Hispanic","Female",19,1.169
"1041","Yes","Clinton",70,60,70,70,2,4,7,7,4,3,7,1,2,2,1,6,1,7,7,70,70,100,70,85,70,85,85,85,85,100,85,85,70,100,70,NA,85,85,85,85,-1,0,-1,0,0,-1,-1,1,0,25,11,"Hispanic","Female",14,1.22
"1042","Yes","Clinton",70,0,60,30,2,3,7,7,3,3,6,3,2,1,1,1,4,2,2,70,15,40,60,60,70,85,30,40,60,85,60,85,85,70,85,40,85,85,100,85,1,1,1,0,0,0,0,1,0,38,12,"White, non-Hispanic",NA,NA,0.322
"1043","Yes","Clinton",85,0,60,30,2,3,7,7,2,1,6,1,1,1,1,1,1,1,2,85,0,0,85,80,20,70,65,15,50,90,15,5,80,20,80,20,75,80,85,70,1,1,1,1,0,1,1,1,0,81,15,"White, non-Hispanic","Male",23,0.268
"1044","Yes","Clinton",75,0,65,10,1,3,6,7,2,2,4,2,1,2,1,3,4,1,1,80,0,45,50,70,55,50,2,10,30,50,0,50,50,50,50,0,25,50,75,80,1,1,1,0,1,1,1,1,1,64,1,"White, non-Hispanic","Male",21,1.471
"1045","Yes",NA,75,60,70,70,4,6,6,7,5,6,NA,NA,3,2,1,1,2,4,2,70,70,70,85,85,70,85,72,70,70,70,70,70,60,100,85,70,70,60,85,85,1,0,NA,1,1,1,1,0,1,70,10,"Other","Male",12,0.551
"1046","Yes","Trump",0,85,15,60,6,6,1,2,5,6,1,7,6,6,1,1,1,1,4,0,100,70,30,0,0,100,30,100,50,50,65,100,0,100,100,90,80,50,85,0,0,0,1,1,-1,0,0,-1,1,68,15,"White, non-Hispanic","Male",1,0.259
"1047","Yes","Clinton",60,0,60,0,2,4,6,7,4,1,7,1,1,1,1,1,2,1,1,60,0,0,85,100,85,85,15,0,60,85,0,50,85,70,70,0,85,85,100,85,1,1,1,0,0,1,1,1,0,59,12,"White, non-Hispanic","Female",25,0.546
"1048","Yes","Trump",0,85,30,70,NA,3,7,1,NA,6,4,7,5,7,2,4,4,2,3,0,100,50,50,50,50,50,70,50,50,15,50,50,15,85,50,50,100,15,50,15,1,1,-1,1,-1,1,1,0,1,25,11,"White, non-Hispanic","Male",21,2.844
"1049","Yes",NA,40,50,0,0,4,5,7,7,7,99,1,7,7,1,1,5,4,2,2,40,50,40,60,50,50,60,50,50,60,50,40,60,40,70,60,50,50,50,50,50,1,1,1,1,-1,1,1,-1,1,48,9,"Hispanic","Male",14,1.852
"1050",NA,NA,30,0,40,60,5,4,7,7,3,3,3,2,3,1,1,1,2,4,5,15,15,60,60,40,30,70,60,70,70,70,40,50,60,85,85,30,70,60,85,60,-1,0,1,0,-1,0,0,0,1,28,14,"White, non-Hispanic","Male",26,1.04
"1051","Yes","Clinton",85,0,100,15,1,2,7,7,2,1,5,1,2,1,1,1,2,2,1,100,0,15,100,100,70,100,15,30,70,100,30,50,100,85,100,0,85,100,100,85,1,1,1,1,1,1,1,1,0,37,14,"White, non-Hispanic","Male",20,0.592
"1052","Yes","Trump",0,70,40,40,3,4,1,6,4,2,4,7,3,6,1,1,4,4,4,0,60,50,50,50,40,70,30,50,50,70,30,40,40,85,85,50,70,70,85,30,1,1,1,1,0,-1,0,1,1,50,10,"White, non-Hispanic","Female",22,1.539
"1053","Yes","Trump",15,50,40,70,NA,5,5,4,4,99,NA,7,4,2,1,1,4,4,2,0,50,70,50,50,60,85,15,70,15,50,60,0,0,100,60,30,100,0,40,70,1,1,1,1,-1,0,0,0,1,90,9,"White, non-Hispanic","Female",1,0.78
"1054","Yes","Trump",30,70,40,60,2,6,2,2,6,2,2,6,1,2,2,1,2,4,4,30,85,50,40,70,40,85,60,60,70,50,40,60,50,100,85,50,85,50,50,50,1,1,1,1,0,0,0,1,1,76,10,"White, non-Hispanic","Female",8,0.486
"1055","Yes","Trump",0,15,0,15,6,5,6,7,4,5,2,7,6,3,1,1,2,4,6,0,15,100,0,50,50,100,70,100,50,50,60,100,70,100,100,NA,100,50,70,40,-1,1,0,0,-1,0,0,-1,1,19,10,"White, non-Hispanic","Female",21,1.246
"1056",NA,NA,0,100,0,100,6,99,1,1,7,6,2,7,4,2,1,1,6,1,2,15,100,70,15,15,100,85,70,60,85,50,70,50,50,100,50,70,100,15,70,50,1,1,1,1,-1,-1,1,-1,1,61,10,"White, non-Hispanic","Female",24,1.423
"1057","Yes","Clinton",90,0,75,10,3,4,7,7,1,3,7,1,1,1,1,1,1,1,2,85,0,15,100,60,60,100,50,40,60,100,15,50,100,100,100,0,60,70,100,70,1,1,1,1,1,1,1,1,0,52,16,"White, non-Hispanic","Female",27,1.045
"1058","Yes",NA,0,0,15,15,6,6,4,2,99,5,1,1,5,6,1,1,1,2,5,0,60,15,0,85,15,85,85,85,70,85,70,85,85,85,85,60,85,50,85,15,1,1,1,-1,-1,1,1,-1,1,28,13,"White, non-Hispanic","Male",14,0.541
"1059","Yes","Clinton",70,0,85,50,2,4,2,7,4,1,6,4,1,6,1,1,2,2,2,85,0,15,100,85,60,85,60,50,60,85,70,85,70,85,100,50,100,85,70,NA,1,1,0,0,0,0,0,1,1,66,16,"White, non-Hispanic","Female",16,1.458
"1060","Yes","Clinton",71,2,51,50,4,1,2,7,99,3,4,6,1,4,1,4,6,2,4,50,2,60,85,70,16,52,0,40,85,50,60,32,85,100,85,0,99,50,70,50,1,1,1,1,0,0,0,1,1,51,11,"White, non-Hispanic","Male",22,1.767
"1061",NA,NA,50,NA,53,54,3,2,4,7,4,2,4,4,4,1,1,1,4,4,4,61,3,50,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,16,0,1,0,0,0,0,0,1,0,26,9,"White, non-Hispanic","Male",13,3.249
"1062",NA,NA,85,0,50,40,4,1,1,2,7,2,7,7,1,2,2,4,7,2,6,70,40,40,50,70,50,50,40,50,85,100,70,50,30,70,70,60,85,100,85,60,1,0,0,1,-1,0,0,1,1,56,12,"White, non-Hispanic","Male",21,0.974
"1063","Yes","Clinton",70,0,85,40,2,4,7,7,3,2,7,2,1,1,1,1,4,1,2,70,2,15,97,99,61,85,31,29,70,99,16,19,73,40,52,5,62,87,100,61,0,1,1,-1,-1,1,1,1,0,20,10,"Hispanic","Female",23,2.888
"1064","Yes",NA,42,50,56,40,NA,3,3,2,5,2,4,7,2,1,4,4,4,4,2,19,55,52,29,42,66,67,37,41,45,72,52,50,63,77,65,41,84,44,62,21,0,1,0,1,-1,1,0,0,1,26,10,"White, non-Hispanic","Female",10,0.435
"1065","Yes","Clinton",70,0,99,10,2,4,7,4,4,1,1,4,4,1,1,7,2,4,7,92,4,71,59,85,89,95,13,34,63,84,38,11,89,84,88,11,89,81,89,61,0,1,1,1,-1,1,1,1,1,41,9,"White, non-Hispanic","Male",15,1.078
"1066","Yes","Clinton",90,0,80,0,2,3,6,7,2,3,4,1,1,1,1,2,6,2,4,85,15,0,100,90,50,50,50,10,70,100,60,10,90,65,100,50,70,100,100,65,0,1,1,0,0,1,1,1,0,25,13,"White, non-Hispanic","Male",11,0.391
"1067","Yes","Trump",0,100,0,70,7,6,3,1,6,4,1,7,4,2,4,6,7,7,6,0,85,50,50,0,30,50,60,85,60,50,70,50,0,85,70,70,85,0,50,0,1,0,-1,1,-1,-1,1,0,1,60,9,"White, non-Hispanic","Female",19,3.408
"1068","Yes","Clinton",85,0,70,15,NA,5,4,7,3,1,2,4,1,4,1,1,4,1,4,90,0,30,100,40,15,60,70,40,85,100,15,40,100,100,100,15,100,100,100,100,0,0,1,1,-1,0,0,1,0,64,10,"White, non-Hispanic","Female",26,0.744
"1069",NA,NA,60,0,60,70,2,2,4,4,3,1,4,7,2,2,1,1,2,1,1,2,70,61,1,41,0,85,42,42,61,3,1,17,1,86,17,50,59,1,71,2,1,1,0,1,-1,1,0,0,1,49,10,"White, non-Hispanic","Female",1,1.042
"1070","Yes","Clinton",85,0,85,30,4,4,6,7,3,2,4,6,4,2,1,1,4,2,1,85,0,0,30,60,50,50,30,30,40,15,30,30,40,40,50,0,30,30,60,100,0,1,1,1,0,0,0,1,1,36,13,"Black, non-Hispanic","Female",24,1.173
"1071","Yes","Trump",15,48,39,57,NA,2,4,1,4,4,1,4,1,2,1,1,6,1,1,15,70,60,60,30,70,60,50,60,60,60,60,60,50,85,60,60,70,50,100,60,1,1,1,1,1,1,1,1,1,62,9,"Other","Male",1,0.647
"1072","Yes","Trump",15,60,0,60,6,5,1,1,6,4,2,7,7,6,1,1,4,6,7,15,85,50,50,40,30,60,70,70,40,70,40,50,40,70,85,60,100,50,85,0,0,0,0,0,-1,-1,-1,-1,1,59,13,"White, non-Hispanic","Male",25,0.852
"1073","Yes","Trump",0,71,0,40,6,7,4,2,7,5,1,7,5,4,4,2,6,7,7,1,86,50,0,6,6,98,50,91,2,50,29,50,1,99,96,59,97,0,85,0,1,1,0,0,-1,0,-1,0,1,55,10,"White, non-Hispanic","Female",11,1.481
"1074","Yes","Trump",2,91,10,69,6,5,7,1,99,99,1,7,4,2,1,4,4,2,6,13,85,63,59,1,49,84,55,85,60,38,58,67,46,100,88,52,92,10,66,1,-1,1,1,1,-1,1,0,0,1,34,14,"White, non-Hispanic","Female",22,0.833
"1075","Yes","Trump",0,70,30,70,5,4,5,6,5,4,3,6,4,7,3,4,4,2,3,10,70,50,10,20,70,45,40,60,60,0,30,55,35,90,40,60,60,10,40,10,1,0,-1,-1,-1,1,0,0,1,59,10,"White, non-Hispanic","Male",20,1.497
"1076","Yes","Clinton",90,0,85,10,3,3,6,7,4,2,6,2,1,2,1,1,2,1,4,85,0,0,85,70,70,50,50,30,85,85,30,50,50,50,70,15,50,50,100,60,1,1,1,0,0,0,0,1,0,63,16,"White, non-Hispanic","Female",25,0.831
"1077","Yes","Trump",2,77,1,70,6,7,1,1,7,6,3,7,7,4,4,2,4,6,7,5,75,52,15,1,12,50,70,88,50,50,40,85,24,85,70,90,71,50,69,0,0,-1,-1,0,-1,-1,-1,-1,1,45,12,"White, non-Hispanic","Male",24,0.974
"1078","Yes","Trump",0,60,0,100,6,3,4,4,4,1,4,2,1,2,1,1,4,4,4,5,84,100,60,30,50,60,40,75,50,40,48,45,40,100,75,50,77,45,70,35,0,1,0,1,0,0,0,1,1,57,13,"White, non-Hispanic","Female",18,1.916
"1079","Yes",NA,30,0,60,15,4,99,7,5,4,2,4,4,1,1,1,2,4,4,1,60,0,85,100,100,50,100,15,70,50,100,50,50,100,100,100,50,70,100,100,100,1,1,1,1,0,1,1,1,1,21,11,"Black, non-Hispanic","Female",15,1.943
"1080","Yes","Clinton",76,3,61,32,3,5,7,6,3,2,6,2,2,4,2,1,4,4,2,64,6,0,50,60,61,50,40,31,66,86,12,50,50,40,60,15,40,51,92,70,0,1,1,0,-1,0,-1,1,0,58,10,"White, non-Hispanic","Male",14,0.388
"1081","Yes",NA,30,15,85,70,3,6,6,7,5,2,4,4,2,1,1,1,4,4,7,62,17,16,30,51,51,51,57,16,18,100,16,50,51,51,51,NA,70,100,100,31,1,0,1,0,-1,-1,-1,1,0,25,13,"White, non-Hispanic","Male",24,0.943
"1082","Yes","Trump",0,100,100,50,NA,4,4,2,7,99,7,7,4,1,1,1,4,6,4,0,100,100,0,50,50,100,40,50,50,0,50,50,0,100,50,50,100,0,50,0,1,1,0,1,-1,1,1,0,1,52,9,"White, non-Hispanic","Female",14,1.422
"1083","Yes","Clinton",85,2,86,50,4,5,6,7,4,4,2,4,2,2,1,2,2,1,2,95,3,40,53,86,100,66,53,51,54,54,31,51,55,97,72,41,99,51,54,53,1,1,0,1,0,1,0,0,1,65,10,"Black, non-Hispanic","Female",10,0.548
"1084","Yes","Trump",15,70,30,70,6,5,2,2,5,4,4,7,4,4,2,2,4,4,4,30,60,60,50,15,30,60,70,60,60,50,40,50,50,100,85,60,85,50,60,15,0,0,1,1,-1,0,0,0,1,57,13,"White, non-Hispanic","Male",25,1.472
"1085","Yes","Trump",0,85,0,70,6,6,1,1,6,6,1,7,7,2,4,2,4,4,7,0,70,85,15,0,30,NA,70,85,60,15,30,50,40,100,60,85,100,0,50,0,0,-1,0,1,-1,-1,-1,-1,1,69,10,"White, non-Hispanic","Male",22,0.689
"1086","Yes","Trump",30,40,60,30,NA,3,4,4,99,1,4,4,1,1,1,NA,NA,NA,2,50,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-1,0,0,1,1,1,0,22,10,"White, non-Hispanic","Female",9,1.51
"1087","Yes",NA,0,15,15,50,5,7,3,3,6,3,3,4,4,5,2,2,4,3,4,0,30,60,50,50,16,50,60,50,70,50,16,50,50,70,50,60,85,50,50,40,0,0,-1,0,-1,0,0,-1,1,54,14,"White, non-Hispanic","Male",23,0.885
"1088","Yes","Clinton",99,4,72,53,4,3,2,4,4,3,3,3,2,1,1,1,2,2,4,94,5,36,96,61,27,79,43,50,71,80,51,27,59,82,53,41,NA,50,61,45,0,0,1,0,-1,0,0,0,0,55,14,"White, non-Hispanic","Female",27,0.909
"1089","Yes","Clinton",96,54,90,71,3,2,1,4,2,2,1,6,4,2,1,6,6,1,1,86,50,NA,100,90,51,100,56,71,86,70,63,71,NA,88,93,17,89,NA,99,100,1,1,1,0,1,1,1,0,1,46,12,"Black, non-Hispanic","Female",13,0.727
"1090","Yes","Trump",0,100,0,70,NA,99,1,1,6,99,2,4,1,1,1,1,4,4,4,2,100,51,50,49,85,91,28,84,27,13,22,51,3,100,100,81,97,18,47,14,1,1,0,0,-1,0,0,0,1,73,7,"White, non-Hispanic","Female",8,0.818
"1091","Yes","Trump",0,70,15,70,6,99,2,2,5,5,4,7,6,4,1,1,2,2,6,31,84,99,51,41,40,85,85,85,60,41,61,51,70,85,85,85,85,31,85,16,0,0,-1,1,-1,0,-1,-1,1,70,10,"White, non-Hispanic","Male",15,0.37
"1092","Yes","Clinton",85,0,85,40,4,99,2,6,4,99,4,6,4,4,1,4,2,2,2,85,0,60,85,70,50,70,40,60,70,85,50,50,50,85,50,50,85,70,60,70,1,1,0,1,1,0,1,1,0,79,8,"White, non-Hispanic","Male",5,2.216
"1093",NA,NA,0,85,60,100,4,99,7,1,99,99,2,1,4,1,1,2,7,2,2,1,91,100,88,72,100,100,73,86,15,90,16,89,99,100,100,50,99,93,55,91,1,1,0,1,-1,1,-1,0,1,54,9,"White, non-Hispanic","Male",21,1.974
"1094",NA,NA,91,1,88,21,4,3,4,4,4,4,4,4,4,1,1,4,4,2,1,86,0,79,74,70,73,87,55,66,79,61,56,60,57,84,82,69,84,65,87,80,1,1,0,0,1,1,1,1,1,33,10,"Black, non-Hispanic","Female",4,0.321
"1095","No",NA,15,60,60,60,NA,5,4,1,7,99,7,7,4,2,2,4,4,4,6,15,60,50,15,40,15,60,30,50,40,0,15,30,50,60,50,50,100,50,50,0,1,1,0,1,-1,0,0,0,1,81,6,"White, non-Hispanic","Female",12,0.78
"1096","No",NA,30,0,50,50,4,3,5,7,4,2,7,1,5,1,1,1,2,4,1,30,15,60,50,50,50,70,60,60,70,60,70,60,70,60,60,50,60,60,100,40,-1,0,1,1,1,0,0,0,0,28,15,"Asian, native Hawaiian or other Pacif Islr,non-Hispanic","Female",26,1.121
"1097","Yes","Clinton",72,5,63,45,4,3,6,4,3,99,5,4,1,1,1,1,4,2,4,60,0,50,50,50,60,60,60,50,60,70,40,60,60,60,60,50,85,85,60,50,1,1,1,0,0,0,-1,1,0,32,13,"White, non-Hispanic","Female",9,0.367
"1098","No",NA,0,0,50,50,4,1,7,2,6,1,2,4,3,1,1,2,2,5,5,15,15,88,95,87,54,100,73,91,81,91,62,84,83,91,88,89,100,90,99,9,0,1,0,1,-1,1,0,0,0,38,16,"White, non-Hispanic","Male",27,0.844
"1099",NA,NA,62,0,60,48,5,99,1,4,5,1,4,4,2,7,1,1,4,4,4,38,1,75,75,49,42,71,32,65,56,52,45,37,50,87,88,51,68,50,82,50,1,0,0,1,0,0,0,1,1,NA,13,"White, non-Hispanic","Female",NA,0.323
"1100","Yes","Trump",0,50,0,30,NA,1,7,2,3,7,1,7,6,1,1,1,4,4,4,35,25,50,50,50,70,80,70,0,0,100,0,0,50,100,50,0,75,75,100,50,1,1,-1,-1,-1,1,0,-1,0,61,11,"White, non-Hispanic","Male",5,0.887
"1101","No",NA,30,0,0,0,4,1,7,7,2,2,7,7,2,1,1,5,6,1,2,15,0,60,70,30,40,70,0,30,40,85,0,30,85,70,100,60,0,70,60,85,1,1,-1,-1,0,1,1,0,1,36,10,"White, non-Hispanic","Female",13,0.876
"1102","Yes","Clinton",100,0,100,0,4,1,2,4,1,1,4,4,1,2,1,4,4,1,1,100,0,70,100,60,60,100,0,30,15,100,0,0,15,60,30,0,0,85,100,100,1,1,1,1,1,1,1,1,1,44,13,"Black, non-Hispanic","Female",9,0.525
"1103",NA,NA,16,65,2,72,3,5,7,1,4,5,4,6,4,2,4,2,2,6,4,16,52,87,49,50,31,50,30,43,58,51,52,51,51,88,56,40,79,51,79,45,1,1,1,1,0,0,0,0,1,46,12,"White, non-Hispanic","Male",21,0.791
"1104","Yes","Clinton",100,0,100,0,4,1,7,7,1,1,7,1,1,1,1,1,1,1,2,100,0,0,100,100,100,0,40,0,40,100,0,40,100,0,100,0,40,50,100,100,1,1,1,1,1,1,1,1,1,55,10,"Black, non-Hispanic","Female",24,2.218
"1105","Yes","Clinton",85,0,60,0,3,6,NA,2,6,5,4,6,1,2,1,7,5,2,2,86,0,85,85,70,70,100,60,60,50,70,50,30,70,40,70,40,40,70,30,100,0,0,-1,0,NA,0,0,-1,0,30,9,"Black, non-Hispanic","Female",2,1.329
"1106","Yes",NA,70,0,40,70,5,99,4,7,99,3,4,4,2,4,1,1,4,4,NA,70,15,40,40,40,50,50,60,70,70,60,40,50,30,85,70,30,70,40,85,50,1,0,1,1,0,0,0,1,0,73,16,NA,"Male",NA,0.785
"1107",NA,NA,40,30,60,NA,4,4,2,6,6,5,4,4,NA,4,1,NA,4,4,2,40,60,50,70,70,60,70,70,60,70,70,70,70,70,85,70,50,85,60,70,50,1,1,1,1,0,NA,0,1,1,NA,13,"Asian, native Hawaiian or other Pacif Islr,non-Hispanic","Male",NA,0.412
"1108","Yes","Trump",0,100,0,100,2,7,4,1,5,5,4,4,4,4,2,6,4,1,2,0,100,100,85,40,0,100,50,50,15,0,0,40,30,100,100,50,100,0,70,70,1,1,0,1,-1,1,1,1,1,64,6,"White, non-Hispanic","Male",16,1.651
"1109",NA,NA,40,60,50,50,5,5,2,4,7,2,7,7,1,1,1,1,5,1,2,30,70,85,15,70,85,85,30,85,70,100,0,60,70,100,100,30,100,50,100,0,1,1,1,-1,-1,1,-1,1,0,NA,13,"White, non-Hispanic","Male",21,0.385
"1110",NA,NA,0,0,0,0,NA,2,7,2,1,1,7,6,4,1,4,7,4,1,4,0,0,70,50,50,30,70,0,50,50,50,50,50,70,70,70,50,0,50,85,70,0,1,-1,0,1,1,1,1,0,33,10,"Black, non-Hispanic","Female",3,0.476
"1111","Yes","Clinton",95,0,93,0,1,2,6,7,2,1,6,1,1,1,1,1,4,1,2,70,0,1,70,85,51,70,30,15,60,85,50,39,71,40,69,0,85,69,85,71,1,1,1,1,1,1,1,1,0,46,9,"White, non-Hispanic","Female",22,1.664
"1112","Yes","Clinton",75,0,65,35,4,6,7,7,5,2,6,2,2,1,1,1,5,1,1,75,0,10,70,60,60,50,40,50,50,50,40,50,50,50,50,0,70,50,100,60,0,1,1,1,1,1,1,0,0,53,13,"Hispanic","Female",22,1.334
"1113","Yes","Clinton",100,0,85,15,2,3,7,7,4,1,6,2,1,2,1,1,2,1,3,100,0,0,85,85,60,85,15,40,60,85,15,70,85,0,70,0,100,85,85,60,1,1,1,0,0,0,0,1,1,90,13,"White, non-Hispanic","Female",7,0.355
"1114","Yes","Clinton",65,0,70,0,1,2,7,7,1,1,7,1,1,1,1,4,3,2,1,61,0,0,100,60,60,60,0,0,14,100,10,38,100,34,100,47,10,100,97,100,1,1,1,-1,1,1,1,1,0,23,12,"White, non-Hispanic","Male",7,0.959
"1115","Yes","Clinton",100,60,100,0,NA,1,2,2,4,1,4,6,2,1,1,1,6,2,2,80,40,30,60,60,75,80,50,50,75,40,60,60,40,100,50,50,80,40,75,50,1,1,0,1,-1,1,0,1,1,74,10,"White, non-Hispanic","Female",NA,0.405
"1116","Yes","Trump",60,85,60,70,4,4,4,2,6,4,4,7,1,4,1,2,6,2,6,40,85,50,50,50,60,85,40,50,70,60,70,50,50,85,85,85,85,30,NA,40,1,1,0,1,0,0,1,1,1,77,10,"White, non-Hispanic","Female",14,1.339
