idnumber,CNweight,current_democracy,previous_democracy,future_democracy,democracy_fit,national_interest,family_interest,year_schooling,region,gender,education,education_num,occupation,age,vote,election_freefair,secure_feeling,pol_interest,pol_news,internet_use,pol_discuss,contact_highest,contact_high_official,contact_com_leader,contact_influent_non_official,contact_media,oi_gov_resp_voters,oi_gov_employee,oi_media_freedom,oi_individualism,oi_election_necc,oi_multiparty,trust_court,trust_nat_gov,trust_party,trust_local_gov,local_part,petition,protest,regime_capability,system_proud,qg_people_power,qg_equality,qg_speech_freedom,qg_gathering_freedom,qg_responsiveness,local_corruption,defend_system,current_china_influence,future_china_influence
570,0.856105462941635,8,3,10,8,3,3,3,rural,Male,Incomplete primary/elementary,2,Working for an outside employer,55,No,4,3,1,1,0,1,0,0,0,0,0,-1,-1,-1,1,1,-1,2,3,2,2,0,0,0,3,3,3,3,4,2,3,3,3,1,1
571,0.856105462941635,NA,NA,NA,NA,2,3,7,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,50,Yes,4,4,1,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,NA,NA
572,0.856105462941635,NA,NA,NA,8,3,2,7,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,50,Yes,4,3,2,0,0,0,0,1,0,0,0,-1,-1,-1,1,1,-1,2,3,3,2,0,0,0,3,3,3,3,3,3,3,2,3,1,1
573,0.7872015315258817,6,5,10,7,3,3,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,42,Yes,4,3,2,1,0,1,1,1,1,0,0,-2,1,-1,1,1,-1,2,3,3,2,0,0,0,2,3,3,3,3,3,3,3,3,NA,NA
574,1.0728298864528265,8,3,10,7,4,4,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,35,Not applicable,NA,3,2,1,1,1,NA,NA,0,NA,0,1,-1,1,-1,1,-1,3,3,3,3,0,0,0,4,4,2,4,4,4,4,3,2,1,1
575,0.856105462941635,8,4,10,7,3,3,5,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,58,Not applicable,NA,3,3,4,0,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,3,3,3,3,0,0,0,3,3,3,3,2,2,3,1,3,1,1
576,0.856105462941635,8,3,10,7,3,3,8,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,53,No,4,3,3,3,0,2,0,1,0,1,0,-1,-1,-1,1,1,-1,3,3,4,3,0,0,0,3,3,3,3,3,3,4,3,3,0,0
577,1.0728298864528265,7,3,10,5,2,3,5,rural,Male,Complete primary/elementary,3,Working for an outside employer,37,No,4,3,3,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,2,3,3,3,0,0,0,3,3,3,3,3,3,4,3,3,1,1
578,0.7872015315258817,6,3,10,7,3,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,42,No,4,3,2,3,0,0,0,0,0,0,0,1,1,1,1,-1,-1,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,0,1
579,0.856105462941635,8,7,9,7,3,3,5,rural,Male,Complete primary/elementary,3,Peasant/farmer,55,Yes,4,3,3,4,1,2,2,1,0,2,0,1,1,1,1,1,-1,3,3,3,3,2,0,0,3,2,2,3,3,3,2,2,3,0,0
580,1.19766807347271,6,3,8,5,3,2,20,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,39,Not applicable,NA,3,1,0,0,0,0,0,0,0,0,-2,-2,-1,1,1,-1,3,3,3,2,0,0,0,3,4,2,2,2,2,3,4,3,0,1
581,0.7872015315258817,7,4,10,8,4,4,7,rural,Male,Complete secondary/high school: technical/vocational type,5,Working in family business,48,Yes,5,3,2,0,0,0,0,1,0,0,0,-2,-1,-2,2,2,-2,4,4,4,4,0,0,0,3,4,3,3,3,3,3,2,3,0,0
582,0.7872015315258817,5,4,7,5,3,3,5,rural,Male,Complete primary/elementary,3,Peasant/farmer,48,Yes,5,3,2,3,0,0,0,0,0,0,0,-1,1,-1,-1,2,-1,3,3,3,3,0,0,0,3,3,2,3,3,2,3,2,3,0,0
583,0.7907724910902311,NA,NA,NA,8,3,3,6,rural,Male,Complete primary/elementary,3,Working in family business,70,Yes,3,3,3,3,0,0,0,1,1,0,0,-1,-2,2,2,2,-2,3,3,4,2,0,0,0,3,3,2,3,3,NA,3,2,3,1,1
584,0.856105462941635,8,5,10,8,3,3,10,rural,Male,Complete secondary/high school,7,Peasant/farmer,55,No,5,3,3,4,4,1,1,2,1,2,0,1,1,1,1,1,-1,3,3,3,3,0,0,0,3,3,3,3,2,2,4,2,3,1,1
585,0.7872015315258817,7,3,10,2,3,3,11,rural,Male,Complete secondary/high school,7,Working in family business,41,No,4,3,3,4,5,0,0,0,0,1,0,1,1,1,-1,-1,-1,3,3,3,3,0,0,0,2,3,2,3,2,2,4,3,3,0,1
586,0.7872015315258817,6,7,10,7,3,2,7,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,47,Yes,4,3,1,4,0,0,0,0,0,0,0,-2,-2,-1,1,2,-1,3,3,3,3,0,0,0,3,3,3,3,3,3,4,3,4,1,1
587,0.856105462941635,8,4,9,7,3,3,11,rural,Male,Complete secondary/high school,7,Peasant/farmer,54,Yes,5,3,3,4,5,2,1,1,0,0,0,1,2,-1,1,1,-2,3,3,3,3,0,0,0,3,3,3,3,3,3,3,2,3,0,0
588,1.0728298864528265,7,5,10,6,3,3,8,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,31,No,3,2,2,3,0,0,0,1,0,2,0,-1,-1,1,-1,1,1,3,3,3,3,0,0,0,3,3,3,2,2,2,4,3,3,0,0
589,0.856105462941635,7,3,10,7,3,3,5,rural,Male,Complete primary/elementary,3,Working in family business,50,No,5,3,3,4,2,0,0,0,0,0,0,-1,-1,1,1,1,-1,2,3,3,3,0,0,0,3,3,2,3,2,3,4,3,3,1,1
590,0.7872015315258817,6,3,10,5,2,3,6,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,40,Yes,5,3,3,4,0,0,2,2,0,0,0,2,2,-1,1,1,-1,3,4,4,3,1,0,0,3,3,2,3,3,3,3,2,3,0,0
591,0.856105462941635,7,4,10,8,3,3,7,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,50,Yes,4,3,2,1,0,0,0,0,0,1,0,-2,-2,1,-1,1,-1,4,4,4,3,0,0,0,3,3,3,3,3,3,3,3,3,1,1
592,0.856105462941635,8,7,10,5,3,3,8,rural,Male,Complete secondary/high school: technical/vocational type,5,Not applicable,57,No,2,3,1,3,0,0,0,2,0,1,0,1,-1,1,-1,1,-1,3,3,3,2,0,1,0,3,3,3,2,2,3,1,3,3,NA,1
593,0.7907724910902311,7,3,10,6,3,3,6,rural,Male,Complete primary/elementary,3,Peasant/farmer,64,No,3,2,2,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,2,4,4,3,0,0,0,3,3,3,3,2,2,4,4,3,0,NA
594,0.7907724910902311,7,3,10,7,3,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Working in family business,63,No,4,2,2,4,0,0,0,0,0,0,0,1,1,1,1,1,-1,3,3,3,3,0,0,0,3,3,3,3,2,2,4,3,3,1,1
595,0.9618603251328185,8,3,10,5,3,2,11,rural,Male,Complete secondary/high school,7,Working for an outside employer,27,Yes,3,2,2,4,5,1,0,0,0,0,0,1,1,-1,-1,1,1,3,4,4,3,0,0,0,3,3,2,3,3,2,4,2,3,1,1
596,0.7907724910902311,8,8,9,8,3,2,12,rural,Male,Complete secondary/high school,7,Peasant/farmer,63,Yes,2,3,3,4,0,1,1,2,0,0,0,1,-1,1,1,2,-1,4,4,4,4,0,0,0,3,3,3,3,3,2,3,3,2,1,1
597,0.7907724910902311,7,4,10,5,3,3,7,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,72,No,NA,3,1,0,0,0,0,0,1,1,0,1,2,1,1,2,-2,3,3,3,4,0,0,0,2,2,3,3,3,3,2,2,3,0,0
598,0.7907724910902311,6,3,10,7,4,4,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,67,No,2,3,3,4,0,1,0,1,0,1,0,2,2,1,1,2,-1,4,4,4,3,0,0,0,3,3,3,3,3,3,3,3,3,1,1
599,0.7907724910902311,6,3,8,7,3,3,0,rural,Male,Incomplete primary/elementary,2,Not employed,78,No,4,3,2,3,0,0,0,0,0,0,0,2,1,-1,-1,1,-1,3,4,4,3,0,0,0,4,4,3,4,3,3,3,NA,3,0,1
601,0.7907724910902311,NA,2,NA,NA,3,3,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,68,Yes,5,3,1,0,0,0,0,0,0,0,0,2,-2,-1,1,1,-1,3,3,4,3,0,0,0,3,3,3,3,3,NA,3,NA,3,NA,NA
602,0.8827895064432449,NA,5,10,7,3,3,0,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,62,Yes,5,3,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,4,4,4,4,0,0,0,3,3,2,3,3,3,3,NA,3,1,1
603,0.7872015315258817,8,6,10,7,3,3,2,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,43,No,4,3,2,0,0,0,0,0,0,0,0,1,-2,1,1,1,-2,3,4,4,3,0,0,0,4,4,3,4,3,3,4,2,3,1,0
604,1.0737857111350257,7,4,9,4,4,3,8,rural,Female,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,27,Not applicable,NA,3,2,2,1,0,0,0,0,0,0,1,1,-2,2,-1,-2,4,3,4,3,0,0,0,4,3,3,3,4,3,2,NA,2,0,1
605,0.7907724910902311,7,3,10,6,4,4,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,62,No,3,2,2,2,0,0,0,1,0,1,0,2,2,1,-1,2,-1,3,3,4,NA,0,0,0,4,4,3,4,3,4,4,NA,2,1,NA
606,1.19766807347271,7,2,10,9,3,3,7,rural,Female,Incomplete secondary/high school: technical/vocational type,4,Peasant/farmer,36,Not applicable,NA,3,2,3,0,0,0,1,0,0,0,-2,-2,-2,2,-2,-2,2,4,4,3,0,0,0,3,3,2,3,2,1,4,3,3,0,1
607,0.856105462941635,5,4,10,9,3,3,5,rural,Male,Complete primary/elementary,3,Peasant/farmer,59,Yes,5,3,1,2,0,0,0,0,0,1,0,-1,-1,-1,1,1,-1,3,3,3,3,0,0,0,3,3,3,3,3,3,3,NA,3,NA,NA
608,1.19766807347271,7,4,10,5,1,3,5,rural,Female,Complete primary/elementary,3,Working for an outside employer,30,Not applicable,NA,2,3,1,1,1,1,2,1,1,1,-1,2,1,1,-1,-1,3,3,3,3,1,1,0,3,3,2,3,3,3,2,4,3,0,0
609,1.0737857111350257,7,6,10,6,3,3,9,rural,Female,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,24,Yes,4,3,1,0,0,0,0,0,0,0,0,-1,1,1,-1,2,-1,3,3,4,4,0,0,0,4,3,NA,3,3,3,3,2,3,1,1
612,0.7907724910902311,9,8,10,8,4,2,4,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,60,Yes,4,3,3,4,0,1,0,0,0,0,0,1,-1,-1,1,1,-1,4,4,4,3,0,0,0,4,3,3,1,3,2,3,3,3,1,0
631,0.7872015315258817,NA,NA,NA,NA,4,4,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,48,Yes,4,3,2,1,0,0,0,1,0,0,0,2,NA,NA,2,2,2,3,3,4,3,2,0,0,NA,NA,4,4,4,2,3,2,3,NA,NA
632,0.9618603251328185,9,7,9,8,2,2,12,rural,Male,Complete secondary/high school,7,Not employed,20,Not applicable,NA,4,3,4,3,0,0,0,1,1,1,-2,2,-2,-2,2,2,3,3,3,3,1,1,0,3,3,3,2,2,2,4,2,2,0,1
633,0.7872015315258817,7,5,7,6,3,2,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,42,Yes,5,2,4,4,0,1,1,1,1,1,1,-1,-1,1,1,1,-1,4,4,4,4,1,1,0,3,3,2,3,3,3,4,3,2,0,0
634,0.856105462941635,10,6,10,8,3,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,57,Yes,4,4,2,3,0,0,1,1,0,1,0,-1,-1,-1,1,1,-1,3,4,4,4,1,0,0,3,2,2,3,3,3,4,2,2,1,1
636,0.856105462941635,NA,NA,NA,NA,3,3,3,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,56,No,4,2,2,4,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,3,4,2,2,0,0,0,NA,NA,3,2,2,2,2,3,NA,NA,NA
637,1.19766807347271,6,8,10,10,3,4,9,rural,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,37,Yes,5,3,2,4,0,1,2,2,0,0,0,2,1,-1,1,1,1,4,4,4,4,1,0,0,3,3,3,3,3,3,2,2,3,0,0
638,0.9618603251328185,8,5,10,8,4,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,27,Yes,5,3,3,3,0,1,0,0,1,0,0,1,1,-1,1,2,-1,4,4,4,4,2,0,0,3,3,3,3,3,2,4,1,3,0,0
639,1.0728298864528265,8,5,10,NA,3,3,7,rural,Male,Incomplete secondary/high school: technical/vocational type,4,Peasant/farmer,35,Not applicable,NA,3,3,2,0,0,0,0,0,0,0,-2,1,2,2,2,NA,3,4,3,3,0,0,0,NA,3,3,3,3,2,NA,NA,3,1,1
640,0.856105462941635,10,6,10,10,3,3,6,rural,Male,Complete primary/elementary,3,Peasant/farmer,54,Yes,5,3,3,4,0,2,0,2,0,2,0,-1,-2,-1,1,1,NA,4,4,4,4,0,0,0,3,3,NA,3,3,3,3,2,3,NA,0
641,0.7872015315258817,7,3,8,6,3,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Working in family business,40,Yes,4,3,2,4,5,0,0,0,0,0,0,-1,1,-1,1,2,1,3,3,3,3,0,0,0,3,3,3,3,3,2,3,3,3,0,1
642,1.0728298864528265,8,4,9,6,3,3,12,rural,Male,Complete secondary/high school,7,Working in family business,39,Yes,4,3,3,4,0,1,0,0,2,0,0,-2,1,-1,1,1,-1,3,4,4,3,0,0,0,3,2,3,3,3,3,4,2,3,0,0
650,0.856105462941635,9,7,NA,9,3,3,9,rural,Male,Complete primary/elementary,3,Peasant/farmer,52,Yes,4,3,2,4,0,0,0,2,0,0,0,1,-1,-1,1,1,-1,3,4,4,4,2,0,0,3,3,2,3,3,3,3,2,3,1,1
651,1.19766807347271,10,NA,10,8,3,3,9,rural,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,37,Yes,3,3,1,1,0,1,0,0,1,1,0,-1,1,-1,1,1,-1,3,3,4,3,0,0,0,3,3,3,2,3,2,2,3,3,NA,NA
652,1.0728298864528265,8,7,10,9,3,4,9,rural,Male,NA,NA,Peasant/farmer,30,Yes,2,4,3,4,0,1,0,2,0,2,0,-2,2,2,-2,2,-2,3,4,4,4,0,0,0,3,3,3,3,2,2,3,2,4,0,1
653,0.9618603251328185,9,NA,9,9,3,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,18,Not applicable,NA,3,3,2,3,2,0,0,1,0,0,1,-1,-1,1,-1,-1,NA,NA,3,4,0,0,0,3,3,3,3,3,3,3,2,4,0,0
654,0.9618603251328185,10,4,10,9,2,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,24,No,4,3,2,3,4,0,0,0,0,0,0,-1,-1,1,-1,1,1,4,4,4,4,0,0,0,3,3,3,3,2,2,4,1,2,NA,NA
655,0.856105462941635,10,10,10,10,3,3,7,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,52,Yes,2,3,3,4,0,0,0,0,0,0,0,-1,1,1,1,1,-1,NA,4,4,3,0,0,0,3,3,2,3,3,3,3,2,3,0,1
656,1.1333441062900562,NA,NA,NA,10,3,3,6,urban,Male,Complete primary/elementary,3,Peasant/farmer,38,Yes,2,3,2,2,0,1,0,0,0,0,0,1,-1,-1,1,1,-1,NA,4,4,4,0,0,0,NA,NA,2,3,3,3,4,3,2,0,1
657,0.7872015315258817,NA,5,10,9,3,3,4,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,40,Not applicable,NA,1,2,2,3,1,0,0,0,0,0,-2,-2,2,-2,1,-1,4,4,4,3,1,0,0,3,3,3,3,3,3,2,3,4,NA,NA
658,1.19766807347271,NA,NA,NA,6,3,3,5,rural,Female,Complete primary/elementary,3,Peasant/farmer,38,Yes,2,3,1,1,0,0,0,0,0,0,0,1,1,NA,1,1,1,3,3,4,3,0,0,0,NA,NA,NA,3,3,3,NA,2,2,NA,NA
659,1.0737857111350257,9,3,10,9,3,3,12,rural,Female,Complete secondary/high school,7,Working in family business,29,Yes,4,3,3,3,0,1,1,1,0,1,0,-1,-1,-1,1,-1,-1,3,4,4,3,1,0,1,3,3,3,3,3,2,3,2,4,1,0
660,0.8827895064432449,NA,NA,NA,NA,4,4,2,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,63,No,NA,3,1,0,0,0,0,0,0,0,0,2,NA,NA,2,2,NA,3,4,4,4,0,0,0,NA,NA,4,1,3,NA,3,NA,3,NA,NA
661,1.1343538453772095,8,4,10,9,3,3,9,urban,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,22,Yes,5,3,2,1,0,0,0,0,0,0,0,-1,1,-1,1,1,1,3,3,3,2,0,0,0,3,3,3,3,3,2,2,2,3,0,0
662,0.9283729259234262,NA,NA,NA,NA,4,4,6,urban,Female,Complete primary/elementary,3,Peasant/farmer,41,Yes,5,3,1,4,0,2,0,0,0,0,0,2,-2,NA,2,2,NA,4,4,4,4,0,0,0,NA,NA,NA,4,4,4,3,NA,NA,NA,NA
663,0.8788030177036141,NA,NA,NA,10,4,4,4,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,46,Yes,4,3,2,3,0,0,0,0,0,0,0,2,NA,1,1,1,NA,NA,4,4,4,0,0,0,NA,NA,4,4,4,2,3,NA,4,NA,NA
664,0.9283729259234262,NA,7,10,NA,3,3,0,urban,Female,Incomplete primary/elementary,2,Peasant/farmer,44,No,2,3,2,3,0,1,NA,0,0,2,0,-1,1,-1,-1,-1,1,3,4,4,3,0,0,0,3,3,3,3,3,3,4,2,3,NA,NA
665,1.1333441062900562,9,6,9,6,3,3,16,urban,Male,University education completed,9,Working for an outside employer,30,No,NA,3,2,4,4,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,3,3,3,3,0,0,0,3,3,3,2,3,2,3,3,3,0,1
667,1.1333441062900562,8,6,8,5,3,3,4,urban,Male,Incomplete primary/elementary,2,Peasant/farmer,36,Yes,4,3,3,3,0,1,0,0,0,0,0,1,1,-1,1,-1,1,2,4,3,2,0,0,0,3,3,3,3,3,3,3,2,3,1,1
668,1.0737857111350257,8,4,10,6,2,3,14,rural,Female,Complete secondary/high school,7,Not employed,20,No,3,2,2,1,4,1,2,1,1,2,0,-1,-1,-2,2,1,1,4,3,4,3,0,0,0,3,3,3,2,2,3,2,2,3,0,1
669,1.265223936713798,10,5,10,10,4,4,9,urban,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,32,Yes,2,3,1,2,0,0,0,2,0,1,0,NA,NA,-2,2,2,NA,4,4,4,NA,0,0,0,NA,NA,4,2,4,2,3,NA,4,NA,NA
670,1.1343538453772095,7,2,10,7,2,3,9,urban,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,24,No,4,3,2,1,0,1,0,0,0,0,0,-1,-1,2,2,1,1,3,3,3,3,0,0,0,3,3,3,3,3,3,3,2,3,NA,NA
671,1.265223936713798,7,6,9,4,3,3,12,urban,Female,Complete secondary/high school,7,Working in family business,30,Yes,2,1,3,2,1,0,0,2,2,2,0,2,1,-2,2,1,-2,3,4,4,3,0,0,0,3,4,3,2,3,2,4,2,2,0,1
672,0.8316045511811848,10,7,10,10,3,3,9,urban,Male,Complete secondary/high school: technical/vocational type,5,Working in family business,40,Yes,5,3,2,3,0,0,0,0,0,0,0,-1,-1,1,1,1,-1,4,4,4,4,0,0,0,3,3,3,2,3,2,4,2,NA,NA,NA
674,1.0737857111350257,NA,NA,NA,5,3,3,9,rural,Female,Complete secondary/high school: technical/vocational type,5,Not employed,21,NA,NA,3,2,0,1,0,0,0,0,0,0,-1,1,-1,-1,1,1,3,3,NA,3,0,0,0,NA,NA,2,3,2,2,3,3,NA,0,0
675,0.7872015315258817,9,9,9,8,3,3,12,rural,Male,Complete secondary/high school,7,Working for an outside employer,40,Yes,4,4,3,4,4,1,0,1,0,1,0,-2,1,-2,2,-1,-2,2,4,4,3,0,0,0,4,4,2,3,3,3,4,2,4,0,1
676,1.0728298864528265,10,6,10,5,3,3,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,38,No,4,3,1,2,0,0,0,1,0,1,0,1,-1,-1,-1,1,-1,4,4,4,4,1,0,NA,3,3,NA,3,3,3,3,2,3,0,NA
677,0.7872015315258817,10,2,10,4,3,2,5,rural,Male,Complete primary/elementary,3,Peasant/farmer,42,Yes,4,3,1,2,0,0,0,0,0,0,0,1,-1,1,1,1,-1,3,3,3,3,0,0,0,4,3,3,3,3,2,4,2,3,0,1
678,0.7907724910902311,10,NA,10,NA,3,3,6,rural,Male,Complete primary/elementary,3,Peasant/farmer,62,Yes,4,3,3,4,0,1,0,1,0,1,0,1,-1,-1,-1,1,-1,3,3,3,3,0,0,0,3,3,3,2,3,3,3,3,3,1,1
679,0.8788030177036141,10,7,10,9,3,3,7,rural,Female,Incomplete secondary/high school: technical/vocational type,4,Peasant/farmer,43,Yes,3,3,2,4,4,0,1,2,0,0,0,1,-1,1,-1,1,-1,4,4,4,4,1,0,0,3,3,3,3,3,3,3,NA,3,0,1
680,0.7907724910902311,NA,NA,NA,NA,NA,NA,5,rural,Male,Complete primary/elementary,3,Peasant/farmer,61,Yes,5,3,1,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,3,3,4,3,0,0,0,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA
682,1.0096336220149031,8,8,8,10,NA,3,0,urban,Female,Incomplete primary/elementary,2,Peasant/farmer,57,Yes,5,3,2,4,0,2,0,0,0,0,0,1,1,-1,-1,-1,-1,3,3,4,3,0,0,0,NA,NA,3,NA,NA,NA,3,4,2,NA,NA
683,0.9618603251328185,8,4,10,5,3,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Not employed,18,Not applicable,NA,3,3,2,4,1,0,1,0,1,0,2,1,1,1,-1,-1,4,4,4,3,0,0,0,3,3,2,3,3,3,3,2,4,0,0
684,1.0728298864528265,NA,NA,NA,NA,3,3,6,rural,Male,Complete primary/elementary,3,Peasant/farmer,31,Not applicable,NA,3,1,1,0,0,0,0,0,1,0,1,-1,-1,1,1,-1,3,4,3,3,0,0,0,3,3,NA,NA,NA,NA,NA,3,2,0,NA
685,0.856105462941635,8,7,10,7,4,4,7,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,54,Yes,4,3,3,4,0,1,0,1,1,1,0,-2,-2,-2,2,-2,1,NA,4,4,3,0,0,0,3,4,3,4,3,2,4,NA,4,0,1
688,1.19766807347271,10,5,10,8,3,3,9,rural,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,37,Yes,4,3,3,3,0,1,1,2,0,0,0,-1,-1,-1,1,-1,-1,3,4,4,NA,0,0,0,3,3,3,3,3,3,3,NA,3,NA,NA
689,0.856105462941635,NA,NA,NA,5,3,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Not employed,59,Yes,4,4,2,4,0,0,0,2,0,0,0,-1,-1,-2,-2,1,-1,2,4,4,2,0,0,0,3,3,3,NA,3,3,NA,3,3,NA,1
690,0.856105462941635,NA,9,NA,NA,2,2,6,rural,Male,Complete primary/elementary,3,Peasant/farmer,55,Not applicable,NA,3,2,1,0,0,0,0,0,0,0,1,-1,-1,1,1,NA,NA,NA,NA,NA,0,0,0,3,3,3,2,3,3,3,1,3,NA,NA
691,1.0728298864528265,10,10,10,10,3,3,6,rural,Male,Complete primary/elementary,3,Peasant/farmer,33,No,5,3,1,4,0,0,0,1,0,1,0,-2,-2,-2,2,2,2,4,NA,3,4,0,0,0,3,3,3,3,3,3,4,3,2,1,0
693,1.0737857111350257,6,2,8,6,3,3,9,rural,Female,Complete secondary/high school: technical/vocational type,5,Not employed,24,No,4,2,3,3,0,1,0,0,0,1,0,-1,-1,-1,1,-1,-1,4,4,3,4,0,0,0,4,3,3,3,3,2,2,3,4,0,1
694,0.9618603251328185,8,5,10,5,3,3,13,rural,Male,Complete secondary/high school,7,Working for an outside employer,27,No,4,3,3,4,0,1,0,1,0,0,0,-2,1,2,2,2,1,4,4,4,4,0,0,0,3,3,3,2,3,2,4,2,2,1,1
695,0.7872015315258817,10,5,10,10,3,3,5,rural,Male,Complete primary/elementary,3,Peasant/farmer,45,Yes,2,2,1,1,0,0,0,0,0,0,0,1,1,1,1,1,-1,1,3,3,2,0,0,0,3,3,NA,3,3,3,3,3,3,NA,NA
696,0.7872015315258817,9,8,10,8,3,3,8,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,48,Yes,5,3,1,1,0,0,0,0,0,0,0,-1,1,-1,1,1,-1,3,3,3,3,0,0,0,3,3,3,3,3,3,3,NA,3,NA,NA
697,1.1343538453772095,8,NA,9,7,2,3,12,urban,Female,Complete secondary/high school,7,Not employed,18,No,4,3,4,4,5,1,0,0,0,1,0,-1,1,1,1,-1,1,4,4,4,3,0,0,0,3,3,3,2,2,2,4,3,4,1,1
698,0.856105462941635,NA,NA,NA,9,3,3,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,54,Not applicable,NA,3,1,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,4,4,4,3,0,0,0,3,3,3,3,2,2,3,NA,3,NA,NA
699,0.856105462941635,8,6,10,5,3,3,10,rural,Male,Complete secondary/high school,7,Working in family business,51,Yes,4,1,3,4,0,1,0,1,0,0,0,1,-1,-1,1,-1,1,1,4,4,NA,0,0,0,3,3,3,3,3,2,4,2,3,1,1
700,0.7872015315258817,10,1,10,1,3,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,44,Yes,3,2,1,0,0,0,0,1,0,0,0,-1,-1,1,1,1,-1,NA,NA,NA,NA,0,0,0,3,3,2,3,3,2,2,2,2,1,1
701,0.7907724910902311,10,1,9,10,3,3,6,rural,Male,Complete primary/elementary,3,Peasant/farmer,75,Yes,2,3,2,4,0,1,0,0,0,0,0,-1,-1,-2,2,-1,1,4,4,4,4,0,0,0,3,3,4,1,3,3,4,2,3,1,1
702,0.7872015315258817,NA,1,10,10,3,3,6,rural,Male,Incomplete secondary/high school: technical/vocational type,4,Not employed,48,No,4,3,2,1,0,1,0,1,0,1,0,-1,-1,-1,-1,1,-1,3,4,4,3,0,0,0,3,3,3,3,3,3,4,2,3,0,0
704,0.8316045511811848,10,4,10,8,3,3,12,urban,Male,Complete secondary/high school,7,Working for an outside employer,48,Yes,4,3,3,4,0,2,2,0,0,2,0,2,-1,1,1,1,-2,3,4,4,4,0,0,0,3,4,3,3,3,3,4,2,4,0,0
705,1.1343538453772095,7,NA,7,5,3,3,12,urban,Female,Complete secondary/high school,7,Not employed,19,No,2,4,3,4,5,1,0,NA,NA,NA,0,1,-1,-1,1,1,1,3,4,4,4,NA,0,0,3,3,3,2,2,2,3,3,3,0,1
